PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
OTHER,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,AGREE
DEMOCRAT,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,AGREE
PEOPLE,NO_RIGHT
THAI_SANG_THAI,AGREE
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
THAI_SANG_THAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
OTHER,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
NO_VOTE,NO_RIGHT
UTN,AGREE
PEOPLE,AGREE
DEMOCRAT,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
NO_VOTE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,AGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
UTN,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
OTHER,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,DISAGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
OTHER,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
UTN,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
NO_VOTE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
THAI_SANG_THAI,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
PEOPLE,AGREE
BHUMJAITHAI,NO_RIGHT
THAI_SANG_THAI,AGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
STATIONID,PARTYCODE,REFERENDUM
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
OTHER,AGREE
PEOPLE,
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PHEU_THAI,AGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
NO_VOTE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,DISAGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,DISAGREE
PEOPLE,NO_RIGHT
PEOPLE,AGREE
PEOPLE,AGREE
UTN,DISAGREE
PEOPLE,AGREE
DEMOCRAT,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
DEMOCRAT,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
BHUMJAITHAI,NO_RIGHT
PHEU_THAI,AGREE
BHUMJAITHAI,DISAGREE
NO_VOTE,DISAGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
NO_VOTE,NO_RIGHT
PEOPLE,
PEOPLE,AGREE
NO_VOTE,AGREE
PEOPLE,DISAGREE
PEOPLE,AGREE
NO_VOTE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
PEOPLE,AGREE
NO_VOTE,AGREE
